mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__ccp_alpha,param_clf__estimator__max_depth,param_clf__estimator__min_samples_leaf,param_clf__estimator__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.03543400764465332,0.008093784435952907,0.003414011001586914,6.411475899322026e-05,0.0,5,2,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 5}",0.9950980392156863,0.9754901960784315,0.9592363261093911,0.8918988648090815,0.9907120743034056,0.9624871001031993,0.037476578063740815,47
0.027832555770874023,0.003999848002423925,0.003666973114013672,0.0004442456807194742,0.0,5,2,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 10}",0.9922600619195048,0.9690402476780187,0.957688338493292,0.9151186790505677,0.9932920536635708,0.9654798761609907,0.028636794672787156,33
0.031177759170532227,0.005420810129568109,0.0048858642578125,0.0020123566831200352,0.0,5,5,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 2}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9267285861713105,0.9914860681114551,0.9714138286893703,0.024221815767210955,10
0.027709817886352538,0.0019489795365460775,0.0035774707794189453,0.0002461834098603177,0.0,5,5,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 5}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9267285861713105,0.9914860681114551,0.9714138286893703,0.024221815767210955,10
0.027110195159912108,0.0023871270186086825,0.006007051467895508,0.001890958216398688,0.0,5,5,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 10}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9267285861713105,0.9914860681114551,0.9714138286893703,0.024221815767210955,10
0.03485374450683594,0.002487994078844704,0.005624055862426758,0.0022119183110949335,0.0,8,1,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 2}",0.9863261093911249,0.9729102167182663,0.957688338493292,0.9104747162022704,0.9894220846233229,0.9633642930856553,0.028729434276728683,41
0.03284807205200195,0.004932783211146561,0.0037398338317871094,0.0005514655647058112,0.0,8,1,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 5}",0.9863261093911249,0.9762641898864809,0.9499484004127967,0.9050567595459237,0.9917440660474717,0.9618679050567597,0.03183589991476226,54
0.03290295600891113,0.005709021445738536,0.004481077194213867,0.0014063910434769953,0.0,8,1,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 10}",0.9943240454076367,0.9767801857585139,0.954592363261094,0.9164086687306502,0.9938080495356036,0.9671826625386997,0.02923762107917651,26
0.03564538955688477,0.004271255009517254,0.005353689193725586,0.0026645265522026286,0.0,8,2,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 2}",0.9948400412796697,0.9757481940144479,0.957688338493292,0.8918988648090815,0.9912280701754386,0.962280701754386,0.037560955389124365,48
0.03235359191894531,0.002937357879792413,0.0037525653839111327,0.0007243662226974831,0.0,8,2,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 5}",0.986842105263158,0.9760061919504643,0.958204334365325,0.8918988648090815,0.9912280701754386,0.9608359133126936,0.03630257411431672,58
0.029184246063232423,0.005888737224492205,0.0034810543060302735,0.0002000159721104534,0.0,8,2,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 10}",0.9925180598555212,0.9690402476780187,0.957688338493292,0.9151186790505677,0.9927760577915377,0.9654282765737875,0.028585891889116564,34
0.03381891250610351,0.004582849027047019,0.003793478012084961,0.0008940335965825834,0.0,8,5,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 2}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9267285861713105,0.9920020639834881,0.9715170278637771,0.024308061140551777,1
0.029354143142700195,0.005157211688428526,0.004575395584106445,0.0023153924366117293,0.0,8,5,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 5}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9267285861713105,0.9920020639834881,0.9715170278637771,0.024308061140551777,1
0.0331362247467041,0.002753495856666663,0.0032806873321533205,6.477660361821627e-05,0.0,8,5,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 10}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9267285861713105,0.9920020639834881,0.9715170278637771,0.024308061140551777,1
0.03326120376586914,0.005274817026955432,0.004561614990234375,0.0020498949771294737,0.0,12,1,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 2}",0.9863261093911249,0.9729102167182663,0.957688338493292,0.9104747162022704,0.9894220846233229,0.9633642930856553,0.028729434276728683,41
0.03356857299804687,0.00244147926180415,0.005308771133422851,0.0023997106853731773,0.0,12,1,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 5}",0.9863261093911249,0.9762641898864809,0.9499484004127967,0.9050567595459237,0.9917440660474717,0.9618679050567597,0.03183589991476226,54
0.03350577354431152,0.005746687531903164,0.00642547607421875,0.0025692661045726736,0.0,12,1,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 10}",0.9943240454076367,0.9767801857585139,0.954592363261094,0.9164086687306502,0.9938080495356036,0.9671826625386997,0.02923762107917651,26
0.03273992538452149,0.003658368904342261,0.007311677932739258,0.004276778319620228,0.0,12,2,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 2}",0.9948400412796697,0.9757481940144479,0.957688338493292,0.8918988648090815,0.9912280701754386,0.962280701754386,0.037560955389124365,48
0.028345584869384766,0.006300850474868266,0.003876018524169922,0.001043959807866339,0.0,12,2,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 5}",0.986842105263158,0.9760061919504643,0.958204334365325,0.8918988648090815,0.9912280701754386,0.9608359133126936,0.03630257411431672,58
0.03233156204223633,0.0024490883671501556,0.0057219982147216795,0.0025029184859601465,0.0,12,2,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 10}",0.9925180598555212,0.9690402476780187,0.957688338493292,0.9151186790505677,0.9927760577915377,0.9654282765737875,0.028585891889116564,34
0.02751331329345703,0.005831207593390819,0.0033091068267822265,0.00011785246208277955,0.0,12,5,2,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 2}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9267285861713105,0.9920020639834881,0.9715170278637771,0.024308061140551777,1
0.0281832218170166,0.003598106183888062,0.003341484069824219,9.369266530659726e-05,0.0,12,5,5,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 5}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9267285861713105,0.9920020639834881,0.9715170278637771,0.024308061140551777,1
0.035129976272583005,0.008364734742698167,0.005554914474487305,0.0018360623476209414,0.0,12,5,10,"{'clf__estimator__ccp_alpha': 0.0, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 10}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9267285861713105,0.9920020639834881,0.9715170278637771,0.024308061140551777,1
0.03198914527893067,0.006959699132840889,0.004213285446166992,0.0017672509551635276,0.001,,1,2,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 2}",0.9863261093911249,0.9729102167182663,0.957688338493292,0.9104747162022704,0.9894220846233229,0.9633642930856553,0.028729434276728683,41
0.032638931274414064,0.007138310974965148,0.004050016403198242,0.0014032774207315168,0.001,,1,5,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 5}",0.9785861713106296,0.9762641898864809,0.9499484004127967,0.8991228070175439,0.9917440660474717,0.9591331269349844,0.03292708702879211,66
0.03657407760620117,0.004304945979228902,0.0042590141296386715,0.0017203583446663334,0.001,,1,10,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 10}",0.9940660474716203,0.9767801857585139,0.954592363261094,0.9104747162022704,0.9938080495356036,0.9659442724458204,0.03127420289512005,30
0.02973661422729492,0.0047926587913214485,0.00543670654296875,0.0024025984235818087,0.001,,2,2,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 2}",0.9948400412796697,0.9757481940144479,0.957688338493292,0.8918988648090815,0.9912280701754386,0.962280701754386,0.037560955389124365,48
0.03258624076843262,0.006939953345939555,0.006594991683959961,0.0021813649422578415,0.001,,2,5,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 5}",0.986842105263158,0.9760061919504643,0.958204334365325,0.8859649122807017,0.9912280701754386,0.9596491228070174,0.03856343402045166,63
0.030632209777832032,0.006511995839245922,0.003886842727661133,0.0011550092979734279,0.001,,2,10,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 10}",0.9925180598555212,0.9690402476780187,0.957688338493292,0.9091847265221878,0.9927760577915377,0.9642414860681114,0.030695292917377135,38
0.029227399826049806,0.0028584931855918615,0.004285192489624024,0.0018657019547661843,0.001,,5,2,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 2}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9259545923632609,0.9912280701754386,0.9712074303405572,0.02446527920387403,13
0.030788469314575195,0.0045306828749080204,0.0043680667877197266,0.002032230107847271,0.001,,5,5,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 5}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9259545923632609,0.9912280701754386,0.9712074303405572,0.02446527920387403,13
0.02969522476196289,0.004625789307395843,0.005406379699707031,0.0028909423470140244,0.001,,5,10,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': None, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 10}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9259545923632609,0.9912280701754386,0.9712074303405572,0.02446527920387403,13
0.028754806518554686,0.00518679053797904,0.005222415924072266,0.0022646360271938947,0.001,5,1,2,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 2}",0.9752321981424149,0.9767801857585141,0.9458204334365325,0.9097007223942208,0.9852941176470588,0.9585655314757483,0.027835861106633556,71
0.03461189270019531,0.0028093389317400074,0.005914497375488281,0.002167061396686342,0.001,5,1,5,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 5}",0.9770381836945304,0.9780701754385965,0.9427244582043344,0.8991228070175439,0.9917440660474716,0.9577399380804952,0.03347672099705548,72
0.02943453788757324,0.0035370415218705423,0.004857015609741211,0.0031750181264283916,0.001,5,1,10,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 10}",0.9938080495356038,0.977296181630547,0.955108359133127,0.9104747162022704,0.9938080495356039,0.9660990712074303,0.031227599534546818,29
0.02985105514526367,0.006418788627536946,0.003992891311645508,0.0011641003833263454,0.001,5,2,2,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 2}",0.9865841073271414,0.975748194014448,0.9592363261093911,0.8859649122807017,0.9907120743034056,0.9596491228070176,0.038416438467167115,62
0.029313993453979493,0.0026679774206904397,0.004450511932373047,0.0020793683252933225,0.001,5,2,5,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 5}",0.9950980392156863,0.9754901960784315,0.9592363261093911,0.8859649122807017,0.9907120743034056,0.9613003095975232,0.039719953236428525,57
0.0319821834564209,0.006832416987422002,0.004075765609741211,0.0014632737309821352,0.001,5,2,10,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 10}",0.9922600619195048,0.9690402476780187,0.957688338493292,0.9091847265221878,0.9932920536635708,0.9642930856553148,0.030744695105319762,37
0.02659182548522949,0.0020865197415447546,0.0049302101135253905,0.00203714885267243,0.001,5,5,2,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 2}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9259545923632609,0.9907120743034057,0.9711042311661506,0.02438155572964534,22
0.03340005874633789,0.006883052013346985,0.005483055114746093,0.002629562357762523,0.001,5,5,5,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 5}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9259545923632609,0.9907120743034057,0.9711042311661506,0.02438155572964534,22
0.027933645248413085,0.006129085696703797,0.005644655227661133,0.002725492323248618,0.001,5,5,10,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 5, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 10}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9259545923632609,0.9907120743034057,0.9711042311661506,0.02438155572964534,22
0.03129291534423828,0.001961975416725107,0.00585331916809082,0.0031129005642310057,0.001,8,1,2,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 2}",0.9863261093911249,0.9729102167182663,0.957688338493292,0.9104747162022704,0.9894220846233229,0.9633642930856553,0.028729434276728683,41
0.03461446762084961,0.0060157386096527325,0.004334354400634765,0.0019978808981352576,0.001,8,1,5,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 5}",0.9785861713106296,0.9762641898864809,0.9499484004127967,0.8991228070175439,0.9917440660474717,0.9591331269349844,0.03292708702879211,66
0.03336520195007324,0.004561533499918299,0.004854679107666016,0.0019040937785362857,0.001,8,1,10,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 10}",0.9940660474716203,0.9767801857585139,0.954592363261094,0.9104747162022704,0.9938080495356036,0.9659442724458204,0.03127420289512005,30
0.03486933708190918,0.005971525546476772,0.004221487045288086,0.001854271939246853,0.001,8,2,2,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 2}",0.9948400412796697,0.9757481940144479,0.957688338493292,0.8918988648090815,0.9912280701754386,0.962280701754386,0.037560955389124365,48
0.03164615631103516,0.004079355902566922,0.003389596939086914,0.00012240215733901833,0.001,8,2,5,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 5}",0.986842105263158,0.9760061919504643,0.958204334365325,0.8859649122807017,0.9912280701754386,0.9596491228070174,0.03856343402045166,63
0.03100104331970215,0.006570297958188645,0.003403186798095703,0.0001105956948027176,0.001,8,2,10,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 10}",0.9925180598555212,0.9690402476780187,0.957688338493292,0.9091847265221878,0.9927760577915377,0.9642414860681114,0.030695292917377135,38
0.031023550033569335,0.008193266994850271,0.0033276557922363283,0.00011851369092218486,0.001,8,5,2,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 2}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9259545923632609,0.9912280701754386,0.9712074303405572,0.02446527920387403,13
0.03130674362182617,0.006335261179239945,0.00418696403503418,0.0015019483585513205,0.001,8,5,5,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 5}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9259545923632609,0.9912280701754386,0.9712074303405572,0.02446527920387403,13
0.03425564765930176,0.007124897268557619,0.0037337779998779298,0.00033512869263553814,0.001,8,5,10,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 8, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 10}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9259545923632609,0.9912280701754386,0.9712074303405572,0.02446527920387403,13
0.03477191925048828,0.006914332520303097,0.0042040348052978516,0.0015116186466240516,0.001,12,1,2,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 2}",0.9863261093911249,0.9729102167182663,0.957688338493292,0.9104747162022704,0.9894220846233229,0.9633642930856553,0.028729434276728683,41
0.034033012390136716,0.004202040247722412,0.004533290863037109,0.002074667590899702,0.001,12,1,5,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 5}",0.9785861713106296,0.9762641898864809,0.9499484004127967,0.8991228070175439,0.9917440660474717,0.9591331269349844,0.03292708702879211,66
0.03175654411315918,0.0036595261379870465,0.0069407463073730465,0.0031299103639225697,0.001,12,1,10,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 1, 'clf__estimator__min_samples_split': 10}",0.9940660474716203,0.9767801857585139,0.954592363261094,0.9104747162022704,0.9938080495356036,0.9659442724458204,0.03127420289512005,30
0.03245940208435059,0.0038028712353479826,0.005064868927001953,0.003133287382626422,0.001,12,2,2,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 2}",0.9948400412796697,0.9757481940144479,0.957688338493292,0.8918988648090815,0.9912280701754386,0.962280701754386,0.037560955389124365,48
0.03374800682067871,0.0046494473800304395,0.0035507678985595703,0.00030779463664519014,0.001,12,2,5,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 5}",0.986842105263158,0.9760061919504643,0.958204334365325,0.8859649122807017,0.9912280701754386,0.9596491228070174,0.03856343402045166,63
0.027162647247314452,0.003380885521236236,0.004031515121459961,0.0013462011521470562,0.001,12,2,10,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 2, 'clf__estimator__min_samples_split': 10}",0.9925180598555212,0.9690402476780187,0.957688338493292,0.9091847265221878,0.9927760577915377,0.9642414860681114,0.030695292917377135,38
0.028232002258300783,0.0036670918817586036,0.0034052371978759766,0.0001655442780534634,0.001,12,5,2,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 2}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9259545923632609,0.9912280701754386,0.9712074303405572,0.02446527920387403,13
0.028375577926635743,0.003788772713852321,0.005359792709350586,0.0028230997734667324,0.001,12,5,5,"{'clf__estimator__ccp_alpha': 0.001, 'clf__estimator__max_depth': 12, 'clf__estimator__min_samples_leaf': 5, 'clf__estimator__min_samples_split': 5}",0.9943240454076367,0.9742002063983488,0.9703302373581011,0.9259545923632609,0.9912280701754386,0.9712074303405572,0.02446527920387403,13
